OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,V1_SCANSION,V2_SCANSION,GREEN_SYLLABLES,V1_SYLLABLES,V2_SYLLABLES,V1_MATCHES_GREEN,V2_MATCHES_GREEN
And been so looth to suffren him yow serve.”,And been so looth to suffren him yow serve,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
With that she gan hir eyen on him caste,With that she gan hir eyen on him caste,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
"Ful esily, and ful debonairly",Ful esily and ful debonairly,u SuS u S uSuS,u SuS u S uSuS,u SuS u S uSuS,10,10,10,1,1
"Avising hir, and hyed not to faste",Avising hir and hyed not to faste,uSu S u Su S u Sx,uSu S u Su S u Sx,uSu S u Su S u Sx,10,10,10,1,1
"With never a word, but seide him softely",With never a word but seide him softely,u S u S u Sx u SuS,u S u S u Sx u SuS,u Su S u S ux S uSu,10,10,11,1,0
"“Min honour sauf, I wol wel trewely",Min honour sauf I wol wel trewely,u Su S u S u SuS,u Su S u S u SuS,u Su S u S u SuS,10,10,10,1,1
And in swich forme as he can now devise,And in swich forme as he can now devise,u S u Sx u S u S uSx,u S u Sx u S u S uSx,u S u Sx u S u S uSx,10,10,10,1,1
Receiven him fully to my servise,Receiven him fully to my servise,uSu S uS u S uSx,uSu S uS u S uSx,uSu S uS u S uSx,10,10,10,1,1
"“Biseching him, for Goddes love, that he",Biseching him for Goddes love that he,uSu S u Su Sx u S,uSu S u Su Sx u S,uSu S u Su Sx u S,10,10,10,1,1
"Wolde, in honour of trouthe and gentilesse",Wolde in honour of trouthe and gentilesse,ux S uS u Sx u SuSx,ux S uS u Sx u SuSx,ux S uS u Sx u SuSx,10,10,10,1,1
"As I wel mene, eek mene wel to me",As I wel mene eek mene wel to me,u S u Sx u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
"And min honour, with wit and besinesse",And min honour with wit and besinesse,u S uS u S u SuSx,u S uS u S u SuSx,u S uS u S u SuSx,10,10,10,1,1
Ay kepe; and if I may don him gladnesse,Ay kepe and if I may don him gladnesse,u Sx u S u S u S uSx,u Sx u S u S u S uSx,u Sx u S u S u S uSx,10,10,10,1,1
"From hennesforth, ywis, I nil not feine:",From hennesforth ywis I nil not feine,u SuS uS u S u Sx,u SuS uS u S u Sx,u SuS uS u S u Sx,10,10,10,1,1
"Now beeth al hool, no lenger ye ne pleine.",Now beeth al hool no lenger ye ne pleine,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
"“But nathelees, this warne I yow,” quod she",But nathelees this warne I yow quod she,u SuS u Sx u S u S,u SuS u Sx u S u S,u SuS u Sx u S u S,10,10,10,1,1
"“A kinges sone although ye be, ywis",A kinges sone although ye be ywis,u Su Sx uS u S uS,u Su Sx uS u S uS,u Su Sx uS u S uS,10,10,10,1,1
Ye shul namore han soverainetee,Ye shul namore han soverainetee,u S uSx u SuSuS,u S uSx u SuSuS,u S uSx u SuSuS,10,10,10,1,1
"Of me in love, than right in that cas is;",Of me in love than right in that cas is,u S u Sx u S u S u S,u S u Sx u S u S u S,u S u Sx u S u S u S,10,10,10,1,1
"Ny nil forbere, if that ye doon amis",Ny nil forbere if that ye doon amis,u S uSx u S u S uS,u S uSx u S u S uS,u S uSx u S u S uS,10,10,10,1,1
To wrathen yow; and whil that ye me serve,To wrathen yow and whil that ye me serve,u Su S u S u S u Sx,u Su S u S u S u Sx,u Su S u S u S u Sx,10,10,10,1,1
Chericen yow right after ye deserve.,Chericen yow right after ye deserve,uSu S u Su S uSx,uSu S u Su S uSx,uSu S u Su S uSx,10,10,10,1,1
"“And shortly, derë herte and al my knight",And shortly der herte and al my knight,S uS u Sx u S u S,S uS u Sx u S u S,S uS u Sx u S u S,9,9,9,1,1
"Beth glad, and draweth yow to lustinesse",Beth glad and draweth yow to lustinesse,u S u Su S u SuSx,u S u Su S u SuSx,u S u Su S u SuSx,10,10,10,1,1
"And I shal trewely, with al my might",And I shal trewely with al my might,u S u SuS u S u S,u S u SuS u S u S,u S u SuS u S u S,10,10,10,1,1
Your bittre tornen al into swetnesse;,Your bittre tornen al into swetnesse,u Su Su S uS uSx,u Su Su S uS uSx,u Su Su S uS uSx,10,10,10,1,1
If I be she that may yow do gladnesse,If I be she that may yow do gladnesse,u S u S u S u S uSx,u S u S u S u S uSx,u S u S u S u S uSx,10,10,10,1,1
For every wo ye shal recovere a blisse”;,For every wo ye shal recovere a blisse,u Sxu S u S uSxx u Sx,u Sxu S u S uSxx u Sx,u Su S u S uSux S ux,10,10,11,1,0
"And him in armes took, and gan him kisse.",And him in armes took and gan him kisse,u S u Su S u S u Sx,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
"Fil Pandarus on knees, and up his yën",Fil Pandarus on knees and up his yn,u SuS u S u S u S,u SuS u S u S u S,u SuS u S u S u S,10,10,10,1,1
"To heven threw, and held his hondes hie",To heven threw and held his hondes hie,u Su S u S u Su S,u Su S u S u Su S,u Su S u S u Su S,10,10,10,1,1
"“Immortal god!” quod he, “that mayst nought dyen",Immortal god quod he that mayst nought dyen,uSu S u S u S u Sx,uSu S u S u S u Su,uSu S u S u S u Su,10,11,11,0,0
"Cupide I mene, of this mayst glorifie;",Cupide I mene of this mayst glorifie,uSx u Sx u S u SuS,uSx u Sx u S u SuS,uSx u Sx u S u SuS,10,10,10,1,1
"And Venus, thou mayst make melodie;",And Venus thou mayst make melodie,u Su S u Su SuS,u Su S u Su SuS,u Su S u Su SuS,10,10,10,1,1
"Withouten hond, me semeth that in towne",Withouten hond me semeth that in towne,uSu S u Su S u Sx,uSu S u Su S u Sx,uSu S u Su S u Sx,10,10,10,1,1
"For this merveile, I here ech belle sowne.",For this merveile I here ech belle sowne,u S uSx u Sx u Su Sx,u S uSx u Sx u Su Sx,u S uSx u Sx u Su Sx,10,10,10,1,1
“But ho! no more as now of this matere,But ho no more as now of this matere,u S u Sx u S u S uSx,u S u Sx u S u S uSx,u S u Sx u S u S uSx,10,10,10,1,1
Forwhy this folk wol comen up anoon,Forwhy this folk wol comen up anoon,uS u S u Su S uS,uS u S u Su S uS,uS u S u Su S uS,10,10,10,1,1
"That han the lettre red; lo, I hem here.",That han the lettre red lo I hem here,u S u Su S u S u Sx,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
"But I conjure thee, Criseyde, and oon",But I conjure thee Criseyde and oon,u S uSu S uSx u S,u S uSu S uSx u S,u S uSu S uSx u S,10,10,10,1,1
"And two, thou Troilus, whan thou mayst goon",And two thou Troilus whan thou mayst goon,u S u SuS u S u S,u S u SuS u S u S,u S u SuS u S u S,10,10,10,1,1
That at min hous ye been at my warninge,That at min hous ye been at my warninge,u S u S u S u S uSx,u S u S u S u S uSx,u S u S u S u S uSx,10,10,10,1,1
For I ful wel shal shape your cominge;,For I ful wel shal shape your cominge,u S u S u Su S uSx,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
“And eseth ther youre hertes right ynough;,And eseth ther youre hertes right ynough,u Su S ux Su S uS,u Su S ux Su S uS,u Su S ux Su S uS,10,10,10,1,1
And lat see which of yow shal bere the belle,And lat see which of yow shal bere the belle,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,10,10,10,1,1
To speke of love aright!” therwith he lough,To speke of love aright therwith he lough,u Sx u Sx uS uS u S,u Sx u Sx uS uS u S,u Sx u Sx uS uS u S,10,10,10,1,1
“For ther have ye a laiser for to telle.”,For ther have ye a laiser for to telle,u S ux S u Su S u Sx,u S ux S u Su S u Sx,u S ux S u Su S u Sx,10,10,10,1,1
"Quod Troilus, “How longe shal I dwelle",Quod Troilus How longe shal I dwelle,u SuS u Su S u Sx,u SuS u Su S u Sx,u SuS u Su S u Sx,10,10,10,1,1
"Er this be doon?” Quod he, “Whan thou mayst rise",Er this be doon Quod he Whan thou mayst rise,u S u S u S u S u Sx,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
This thing shal be right as I yow devise.”,This thing shal be right as I yow devise,u S u S u S u S uSx,u S u S u S u S uSx,u S u S u S u S uSx,10,10,10,1,1
With that Eleine and also Deiphebus,With that Eleine and also Deiphebus,u S uSx u Su SuS,u S uSx u Su SuS,u S uSx u Su SuS,10,10,10,1,1
"Tho comen upward, right at the steires ende;",Tho comen upward right at the steires ende,u Su Su S u S ux Sx,u Su Su S u S ux Sx,u Su Su S u S uS ux,10,10,11,1,0
"And Lord, so than gan gronen Troilus",And Lord so than gan gronen Troilus,u S u S u Su SuS,u S u S u Su SuS,u S u S u Su SuS,10,10,10,1,1
His brother and his suster for to blende.,His brother and his suster for to blende,u Su S u Su S u Sx,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
"Quod Pandarus, “It time is that we wende;",Quod Pandarus It time is that we wende,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,10,10,10,1,1
"Tak, nece min, your leve at alle three",Tak nece min your leve at alle three,u Su S u Sx u Su S,u Su S u Sx u Su S,u Su S u Sx u Su S,10,10,10,1,1
"And lat hem speke, and cometh forth with me.”",And lat hem speke and cometh forth with me,u S u Sx u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
She took hir leve at hem ful thriftily,She took hir leve at hem ful thriftily,u S u Sx u S u SuS,u S u Sx u S u SuS,u S u Sx u S u SuS,10,10,10,1,1
"As she wel coude, and they hir reverence",As she wel coude and they hir reverence,u S u Sx u S u SuSx,u S u Sx u S u SuSx,u S u Sx u S u SuSx,10,10,10,1,1
Unto the fulle diden hardely,Unto the fulle diden hardely,uS u Su Su SuS,uS u Su Su SuS,uS u Su Su SuS,10,10,10,1,1
"And speken wonder wel, in hir absence",And speken wonder wel in hir absence,u Su Su S u S uSx,u Su Su S u S uSx,u Su Su S u S uSx,10,10,10,1,1
"Of hir, in preising of hir excellence",Of hir in preising of hir excellence,u S u Su S u SuSx,u S u Su S u SuSx,u S u Su S u SuSx,10,10,10,1,1
"Hir governaunce, hir wit; and hir manere",Hir governaunce hir wit and hir manere,u SuSx u S u S uSx,u SuSx u S u S uSx,u SuSx u S u S uSx,10,10,10,1,1
"Commendeden, it joye was to here.",Commendeden it joye was to here,uSuS u Su S u Sx,uSuS u Su S u Sx,uSuS u Su S u Sx,10,10,10,1,1
Now lat hir wende unto hir owne place,Now lat hir wende unto hir owne place,u S u Sx uS u Su Sx,u S u Sx uS u Su Sx,u S u Sx uS u Su Sx,10,10,10,1,1
And torne we to Troilus ayein,And torne we to Troilus ayein,u Su S u SuS uS,u Su S u SuS uS,u Su S u SuS uS,10,10,10,1,1
That gan ful lightly of the lettre pace,That gan ful lightly of the lettre pace,u S u Su S u Su Sx,u S u Su S u Su Sx,u S u Su S u Su Sx,10,10,10,1,1
That Deiphebus hadde in the gardin seyn.,That Deiphebus hadde in the gardin seyn,u SuS ux S u Su S,u SuS ux S u Su S,u SuS ux S u Su S,10,10,10,1,1
And of Eleine and him he wolde fain,And of Eleine and him he wolde fain,u S uSx u S u Su S,u S uSx u S u Su S,u S uSx u S u Su S,10,10,10,1,1
"Delivered been, and seide, that him leste",Delivered been and seide that him leste,uSux S u Su S u Sx,uSuS u S ux S u Sx,uSuS u S ux S u Sx,10,10,10,0,0
"To slepe, and after tales have reste.",To slepe and after tales have reste,u Sx u Su Su Su Sx,u Sx u Su Su Su Sx,u Sx u Su Su Su Sx,10,10,10,1,1
"Eleine him kiste, and took hir leve blive",Eleine him kiste and took hir leve blive,uSx u Sx u S u Su Sx,uSx u Sx u S u Su Sx,uSx u Sx u S u Su Sx,10,10,10,1,1
"Deiphebus eek, and hoom wente every wight;",Deiphebus eek and hoom wente every wight,uSu S u S ux Sxu S,uSu S u S ux Sxu S,uSu S u S ux Su S,10,10,10,1,1
"And Pandarus, as faste as he may drive",And Pandarus as faste as he may drive,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,10,10,10,1,1
"To Troilus tho com, as line right;",To Troilus tho com as line right,u SuS u S u Su S,u SuS u S u Su S,u SuS u S u Su S,10,10,10,1,1
"And on a paillet, al that glade night",And on a paillet al that glade night,u S u Su S u Su S,u S u Su S u Su S,u S u Su S u Su S,10,10,10,1,1
"By Troilus he lay, with mery chere",By Troilus he lay with mery chere,u SuS u S u Su Sx,u SuS u S u Su Sx,u SuS u S u Su Sx,10,10,10,1,1
To tale; and wel was hem they were yfere.,To tale and wel was hem they were yfere,u Sx u S u S u Sx uSx,u Sx u S u S u Sx uSx,u Sx u S u S u Sx uSx,10,10,10,1,1
Whan every wight was voided but they two,Whan every wight was voided but they two,u Sxu S u Su S u S,u SuS u S ux S u S,u Su S u Su S u S,10,10,10,0,1
And al the dores were faste yshette,And al the dores were faste yshette,u S u Su Su Sx uSx,u S u Su Su Sx uSx,u S u Su Su Sx uSx,10,10,10,1,1
"To telle in short, withoute wordes mo",To telle in short withoute wordes mo,u Sx u S uSu Su S,u Sx u S uSu Su S,u Sx u S uSu Su S,10,10,10,1,1
"This Pandarus, withouten any lette",This Pandarus withouten any lette,u SuS uSu Su Sx,u SuS uSu Su Sx,u SuS uSu Su Sx,10,10,10,1,1
"Up roos, and on his beddes side him sette",Up roos and on his beddes side him sette,u S u S u Su Sx u Sx,u S u S u Su Sx u Sx,u S u S u Su Sx u Sx,10,10,10,1,1
And gan to speken in a sobre wise,And gan to speken in a sobre wise,u S u Su S u Su Sx,u S u Su S u Su Sx,u S u Su S u Su Sx,10,10,10,1,1
"To Troilus, as I shal yow devise.",To Troilus as I shal yow devise,u SuS u S u S uSx,u SuS u S u S uSx,u SuS u S u S uSx,10,10,10,1,1
Whan that Aprille with his shoures sote,Whan that Aprille with his shoures sote,u S uSu S u Su S,u S uSu S u Su Sx,u S uSu S u Su Sx,10,10,10,1,1
The droghte of March hath perced to the roote,The droghte of March hath perced to the roote,u S u S u Su S u S,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,10,10,10,1,1
And bathed every veine in swich licour,And bathed every veine in swich licour,u Su Su S u S uS,u Su Sxu Sx u S uS,u Su Su Sx u S uS,10,10,10,1,1
Of which vertu engendred is the flour,Of which vertu engendred is the flour,u S uS uSu S u S,u S uS uSu S u S,u S uS uSu S u S,10,10,10,1,1
Whan Zephirus eek with his swete breeth,Whan Zephirus eek with his swete breeth,u SuS u S u Su S,u SuS u S u Su S,u SuS u S u Su S,10,10,10,1,1
Inspired hath in every holt and heeth,Inspired hath in every holt and heeth,uSu S u Su S u S,uSu S u Sxu S u S,uSu S u Su S u S,10,10,10,1,1
The tendre croppes and the yonge sonne,The tendre croppes and the yonge sonne,u Su Su S u Su S,u Su Su S u Su Sx,u Su Su S u Su Sx,10,10,10,1,1
Hath in the Ram his halfe cours yronne,Hath in the Ram his halfe cours yronne,u S u S u Su S uS,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
And smale fowles maken melodie,And smale fowles maken melodie,u Su Su Su SuS,u Su Su Su SuS,u Su Su Su SuS,10,10,10,1,1
That slepen al the night with open y,That slepen al the night with open y,u Su S u S u Su S,u Su S u S u Su S,u Su S u S u Su S,10,10,10,1,1
So priketh hem nature in hir corages,So priketh hem nature in hir corages,u Su S uS u S uSu,u Su S uSx u S uSx,u Su S uSx u S uSu,11,10,11,0,1
Than longen folk to goon on pilgrimages,Than longen folk to goon on pilgrimages,u Su S u S u SuSu,u Su S u S u SuSx,u Su S u S u SuSu,11,10,11,0,1
And palmers for to seken straunge strondes,And palmers for to seken straunge strondes,u Su S u Su S uS,u Su S u Su Sx uS,u Su S u Su Sx uS,10,10,10,1,1
To ferne halwes couthe in sondry londes,To ferne halwes couthe in sondry londes,u S uS u S uS uS,u Sx uS ux S uS uS,u Sx uS ux S uS uS,10,10,10,1,1
And specially from every shires ende,And specially from every shires ende,u SuS u Su Su S,u SuSu S uxS ux Sx,u SuSu S uS uS ux,10,10,11,0,0
Of Engelond to Caunterbury they wende,Of Engelond to Caunterbury they wende,u SuS u SuSu S u,     ,u SuS u SuSu S ux,11,0,11,0,1
The holy blisful martir for to seke,The holy blisful martir for to seke,u Su Su Su S u S,u Su Su Su S u Sx,u Su Su Su S u Sx,10,10,10,1,1
That hem hath holpen whan that they were seke,That hem hath holpen whan that they were seke,u S u Su S u S u S,u S u Su S u S ux Sx,u S u Su S u S ux Sx,10,10,10,1,1
Bifel that in that seson on a day,Bifel that in that seson on a day,uS u S u Su S u S,uS u S u Su S u S,uS u S u Su S u S,10,10,10,1,1
In Southwerk at the Tabard as I lay,In Southwerk at the Tabard as I lay,u Su S u Su S u S,u Su S u Su S u S,u Su S u Su S u S,10,10,10,1,1
Redy to wenden on my pilgrimage,Redy to wenden on my pilgrimage,uS u Su S u SuS,uS u Su S u SuSx,uS u Su S u SuSx,10,10,10,1,1
To Caunterbury with ful devout corage,To Caunterbury with ful devout corage,u SuSu S u Su Su,     ,u SuSu S u Su Sux,11,0,11,0,1
At night was come into that hostelrie,At night was come into that hostelrie,u S u S uS u SuS,u S u Sx uS u SuS,u S u Sx uS u SuS,10,10,10,1,1
Wel nine and twenty in a compaignie,Wel nine and twenty in a compaignie,u S u Su S u SuS,u Sx u Su S u SuS,u Sx u Su S u SuS,10,10,10,1,1
Of sondry folk by aventure yfalle,Of sondry folk by aventure yfalle,u Su S u SuS uS,u Su S u SuSx uSx,u Su S u SuSx uSx,10,10,10,1,1
In felawshipe and pilgrims were they alle,In felawshipe and pilgrims were they alle,u SuS u Su S u S,u SuSx u Su Sx u Sx,u SuSx u Su Sx u Sx,10,10,10,1,1
That toward Caunterbury wolden ride,That toward Caunterbury wolden ride,u Su SuSu Su S,u Su SuSu Su Sx,u Su SuSu Su Sx,10,10,10,1,1
The chambres and the stables weren wide,The chambres and the stables weren wide,u Su S u Su Su S,u Su S u Su Su Sx,u Su S u Su Su Sx,10,10,10,1,1
And wel we weren esed at the beste,And wel we weren esed at the beste,u S u Su Su S u S,u S u Su Su S u Sx,u S u Su Su S u Sx,10,10,10,1,1
And shortly whan the sonne was to reste,And shortly whan the sonne was to reste,u Su S u Su S u S,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
So hadde I spoken with hem everichon,So hadde I spoken with hem everichon,u S u Su S u SuS,u Sx u Su S u SxuS,u Sx u Su S u SuSu,10,10,11,1,0
That I was of hir felawshipe anon,That I was of hir felawshipe anon,u S u S u SuS uS,u S u S u SuSx uS,u S u S u SuSx uS,10,10,10,1,1
And made forward erly for to rise,And made forward erly for to rise,u Su Su Su S u S,u Su Su Su S u Sx,u Su Su Su S u Sx,10,10,10,1,1
To take our wey ther as I yow devise,To take our wey ther as I yow devise,u S u S u S u S uS,u Sx u S u S u S uSx,u Sx u S u S u S uSx,10,10,10,1,1
But natheles whil I have time and space,But natheles whil I have time and space,u SuS u S u S u S,u SuS u S ux Sx u Sx,u SuS u S ux Sx u Sx,10,10,10,1,1
Er that I ferther in this tale pace,Er that I ferther in this tale pace,u S u Su S u Su S,u S u Su S u Su Sx,u S u Su S u Su Sx,10,10,10,1,1
Me thinketh it acordaunt to resoun,Me thinketh it acordaunt to resoun,u Su S uSu S uS,u Su S uSu S uS,u Su S uSu S uS,10,10,10,1,1
To telle yow al the condicioun,To telle yow al the condicioun,u Su S u S uSuS,u Su S u S uSuS,u Su S u S uSuS,10,10,10,1,1
Of ech of hem so as it semed me,Of ech of hem so as it semed me,u S u S u S u Su S,u S u S u S u Su S,u S u S u S u Su S,10,10,10,1,1
And which they weren and of what degree,And which they weren and of what degree,u S u Su S u S uS,u S u Su S u S uS,u S u Su S u S uS,10,10,10,1,1
And eek in what array that they were inne,And eek in what array that they were inne,u S u S uS u S u S,u S u S uS u S ux Sx,u S u S uS u S ux Sx,10,10,10,1,1
And at a knight than wol I first biginne,And at a knight than wol I first biginne,u S u S u S u S uS,u S u S u S u S uSx,u S u S u S u S uSx,10,10,10,1,1
A Knight ther was and that a worthy man,A Knight ther was and that a worthy man,u S u S u S u Su S,u S u S u S u Su S,u S u S u S u Su S,10,10,10,1,1
That fro the time that he first bigan,That fro the time that he first bigan,u S u Su S u S uS,u S u Su S u S uS,u S u Su S u S uS,10,10,10,1,1
To riden out he loved chivalrie,To riden out he loved chivalrie,u Su S u Su SuS,u Su S u Su SuS,u Su S u Su SuS,10,10,10,1,1
Trouthe and honour fredom and curteisie,Trouthe and honour fredom and curteisie,u S uS uS u SuS,ux S uS uS u SuS,ux S uS uS u SuS,10,10,10,1,1
Ful worthy was he in his lordes werre,Ful worthy was he in his lordes werre,u Su S u S u Su S,u Su S u S u Su Sx,u Su S u S u Su Sx,10,10,10,1,1
And therto hadde he riden no man ferre,And therto hadde he riden no man ferre,u Su S u Su S u S,u Su Sx u Su S u Sx,u Su Sx u Su S u Sx,10,10,10,1,1
As wel in Cristendom as hethenesse,As wel in Cristendom as hethenesse,u S u SuS u SuS,u S u SuS u SuSx,u S u SuS u SuSx,10,10,10,1,1
And ever honoured for his worthinesse,And ever honoured for his worthinesse,u Su SuS u S uSu,u Su Sux S u SuSx,u Su SuS u S uSux,11,10,11,0,1
