headword,word,tag,line_number,filename,context,text_type,source_file
understonden,understonde,v%inf,The Clerk's Tale 344,data/riverside_cats/ClT_riv.cat,Grisilde he seyde ye shal wel understonde,RIVERSIDE,ClT_gui_complete.csv
stonden,stonde,v%inf,The Clerk's Tale 346,data/riverside_cats/ClT_riv.cat,That I yow wedde and eek it may so stonde,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 347,data/riverside_cats/ClT_riv.cat,As I suppose ye wol that it so be,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 347,data/riverside_cats/ClT_riv.cat,As I suppose ye wol that it so be,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 350,data/riverside_cats/ClT_riv.cat,Wol ye assente or elles yow avyse,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 351,data/riverside_cats/ClT_riv.cat,I seye this be ye redy with good herte,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 352,data/riverside_cats/ClT_riv.cat,To al my lust and that I frely may,RIVERSIDE,ClT_gui_complete.csv
smerten,smerte,v%inf,The Clerk's Tale 353,data/riverside_cats/ClT_riv.cat,As me best thynketh do yow laughe or smerte,RIVERSIDE,ClT_gui_complete.csv
seien,sey,v%pr_1,The Clerk's Tale 355,data/riverside_cats/ClT_riv.cat,And eek whan I sey ye ne sey nat nay,RIVERSIDE,ClT_gui_complete.csv
seien,sey,v%inf,The Clerk's Tale 355,data/riverside_cats/ClT_riv.cat,And eek whan I sey ye ne sey nat nay,RIVERSIDE,ClT_gui_complete.csv
sweren,swere,v%imp,The Clerk's Tale 357,data/riverside_cats/ClT_riv.cat,Swere this and heere I swere oure alliance,RIVERSIDE,ClT_gui_complete.csv
beden,beede,v%pr_pl,The Clerk's Tale 360,data/riverside_cats/ClT_riv.cat,Am I to thilke honour that ye me beede,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 364,data/riverside_cats/ClT_riv.cat,For to be deed though me were looth to deye,RIVERSIDE,ClT_gui_complete.csv
shulen,sholde,v%pt_pl,The Clerk's Tale 374,data/riverside_cats/ClT_riv.cat,That wommen sholde dispoillen hire right theere,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 379,data/riverside_cats/ClT_riv.cat,Hir heris han they kembd that lay untressed,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 381,data/riverside_cats/ClT_riv.cat,A corone on hire heed they han ydressed,RIVERSIDE,ClT_gui_complete.csv
spenden,spende,v%pr_pl,The Clerk's Tale 391,data/riverside_cats/ClT_riv.cat,Conveyed hire and thus the day they spende,RIVERSIDE,ClT_gui_complete.csv
descenden,descende,v%inf,The Clerk's Tale 392,data/riverside_cats/ClT_riv.cat,In revel til the sonne gan descende,RIVERSIDE,ClT_gui_complete.csv
trouen,trowed,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE,ClT_gui_complete.csv
durren,han,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 405,data/riverside_cats/ClT_riv.cat,She doghter were for as by conjecture,RIVERSIDE,ClT_gui_complete.csv
gon,goon,v%pr_pl,The Clerk's Tale 420,data/riverside_cats/ClT_riv.cat,Goon to Saluce upon hire to biholde,RIVERSIDE,ClT_gui_complete.csv
biholden,biholde,v%inf,The Clerk's Tale 420,data/riverside_cats/ClT_riv.cat,Goon to Saluce upon hire to biholde,RIVERSIDE,ClT_gui_complete.csv
sen,seyn,v%ppl,The Clerk's Tale 427,data/riverside_cats/ClT_riv.cat,A prudent man and that is seyn ful seelde,RIVERSIDE,ClT_gui_complete.csv
wenen,wende,v%pt_pl,The Clerk's Tale 440,data/riverside_cats/ClT_riv.cat,That she from hevene sent was as men wende,RIVERSIDE,ClT_gui_complete.csv
amenden,amende,v%inf,The Clerk's Tale 441,data/riverside_cats/ClT_riv.cat,Peple to save and every wrong t amende,RIVERSIDE,ClT_gui_complete.csv
souken,souked,v%ppl,The Clerk's Tale 450,data/riverside_cats/ClT_riv.cat,Whan that this child had souked but a throwe,RIVERSIDE,ClT_gui_complete.csv
moten,moot,v%pr_pl,The Clerk's Tale 474,data/riverside_cats/ClT_riv.cat,For any wele ye moot youreselven knowe,RIVERSIDE,ClT_gui_complete.csv
witen,woot,v%pr_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE,ClT_gui_complete.csv
comen,cam,v%pt_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE,ClT_gui_complete.csv
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/riverside_cats/ClT_riv.cat,They seyn to hem it is greet shame and wo,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 485,data/riverside_cats/ClT_riv.cat,Thise wordes han they spoken doutelees,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%ppl,The Clerk's Tale 486,data/riverside_cats/ClT_riv.cat,But I desire as I have doon bifore,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 488,data/riverside_cats/ClT_riv.cat,I may nat in this caas be recchelees,RIVERSIDE,ClT_gui_complete.csv
moten,moot,v%pr_1,The Clerk's Tale 489,data/riverside_cats/ClT_riv.cat,I moot doon with thy doghter for the beste,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 489,data/riverside_cats/ClT_riv.cat,I moot doon with thy doghter for the beste,RIVERSIDE,ClT_gui_complete.csv
listen,leste,v%pr_3,The Clerk's Tale 490,data/riverside_cats/ClT_riv.cat,Nat as I wolde but as my peple leste,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 493,data/riverside_cats/ClT_riv.cat,I wol nat doon but this wol I quod he,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 493,data/riverside_cats/ClT_riv.cat,I wol nat doon but this wol I quod he,RIVERSIDE,ClT_gui_complete.csv
sheuen,shewe,v%imp,The Clerk's Tale 495,data/riverside_cats/ClT_riv.cat,Shewe now youre pacience in youre werkyng,RIVERSIDE,ClT_gui_complete.csv
saven,save,v%pr_3,The Clerk's Tale 505,data/riverside_cats/ClT_riv.cat,Ther may no thyng God so my soule save,RIVERSIDE,ClT_gui_complete.csv
dreden,drede,v%pr_1,The Clerk's Tale 508,data/riverside_cats/ClT_riv.cat,Ne drede for to leese save oonly yee,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 513,data/riverside_cats/ClT_riv.cat,But yet he feyned as he were nat so,RIVERSIDE,ClT_gui_complete.csv
moten,moote,v%pr_pl,The Clerk's Tale 526,data/riverside_cats/ClT_riv.cat,Madame he seyde ye moote foryeve it me,RIVERSIDE,ClT_gui_complete.csv
don,do,v%pr_1,The Clerk's Tale 527,data/riverside_cats/ClT_riv.cat,Though I do thyng to which I am constreyned,RIVERSIDE,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 527,data/riverside_cats/ClT_riv.cat,Though I do thyng to which I am constreyned,RIVERSIDE,ClT_gui_complete.csv
moten,moote,v%pr_pl,The Clerk's Tale 531,data/riverside_cats/ClT_riv.cat,But men moote nede unto hire lust obeye,RIVERSIDE,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 533,data/riverside_cats/ClT_riv.cat,This child I am comanded for to take,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 536,data/riverside_cats/ClT_riv.cat,As though he wolde han slayn it er he wente,RIVERSIDE,ClT_gui_complete.csv
consenten,consente,v%inf,The Clerk's Tale 537,data/riverside_cats/ClT_riv.cat,Grisildis moot al suffre and al consente,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 544,data/riverside_cats/ClT_riv.cat,She wende he wolde han slawen it right tho,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 555,data/riverside_cats/ClT_riv.cat,Fareweel my child I shal thee nevere see,RIVERSIDE,ClT_gui_complete.csv
blessen,moote,v%ppl,The Clerk's Tale 557,data/riverside_cats/ClT_riv.cat,Of thilke Fader blessed moote he be,RIVERSIDE,ClT_gui_complete.csv
moten,he,v%pr_3,The Clerk's Tale 557,data/riverside_cats/ClT_riv.cat,Of thilke Fader blessed moote he be,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 563,data/riverside_cats/ClT_riv.cat,Wel myghte a mooder thanne han cryd allas,RIVERSIDE,ClT_gui_complete.csv
haven,have,v%imp,The Clerk's Tale 567,data/riverside_cats/ClT_riv.cat,Have heer agayn youre litel yonge mayde,RIVERSIDE,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 569,data/riverside_cats/ClT_riv.cat,But o thyng wol I prey yow of youre grace,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%pr_pl,The Clerk's Tale 581,data/riverside_cats/ClT_riv.cat,As lordes doon whan they wol han hir wille,RIVERSIDE,ClT_gui_complete.csv
hiden,hyde,v%inf,The Clerk's Tale 594,data/riverside_cats/ClT_riv.cat,And whos child that it was he bad hire hyde,RIVERSIDE,ClT_gui_complete.csv
bitiden,bityde,v%inf,The Clerk's Tale 595,data/riverside_cats/ClT_riv.cat,From every wight for oght that may bityde,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 601,data/riverside_cats/ClT_riv.cat,Were chaunged but he nevere hire koude fynde,RIVERSIDE,ClT_gui_complete.csv
finden,fynde,v%inf,The Clerk's Tale 601,data/riverside_cats/ClT_riv.cat,Were chaunged but he nevere hire koude fynde,RIVERSIDE,ClT_gui_complete.csv
biholden,biholde,v%inf,The Clerk's Tale 613,data/riverside_cats/ClT_riv.cat,Ful gracious and fair for to biholde,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 624,data/riverside_cats/ClT_riv.cat,Wyf quod this markys ye han herd er this,RIVERSIDE,ClT_gui_complete.csv
seien,sey,v%pr_pl,The Clerk's Tale 631,data/riverside_cats/ClT_riv.cat,Now sey they thus Whan Walter is agon,RIVERSIDE,ClT_gui_complete.csv
succeden,succede,v%inf,The Clerk's Tale 632,data/riverside_cats/ClT_riv.cat,Thanne shal the blood of Janicle succede,RIVERSIDE,ClT_gui_complete.csv
dreden,drede,v%pr_1,The Clerk's Tale 636,data/riverside_cats/ClT_riv.cat,For certeinly I drede swich sentence,RIVERSIDE,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 639,data/riverside_cats/ClT_riv.cat,Wherfore I am disposed outrely,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 645,data/riverside_cats/ClT_riv.cat,I have quod she seyd thus and evere shal,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 646,data/riverside_cats/ClT_riv.cat,I wol no thyng ne nyl no thyng certayn,RIVERSIDE,ClT_gui_complete.csv
slen,slayn,v%ppl,The Clerk's Tale 648,data/riverside_cats/ClT_riv.cat,Though that my doughter and my sone be slayn,RIVERSIDE,ClT_gui_complete.csv
seien,sayn,v%inf,The Clerk's Tale 649,data/riverside_cats/ClT_riv.cat,At youre comandement this is to sayn,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 658,data/riverside_cats/ClT_riv.cat,Dooth youre plesaunce I wol youre lust obeye,RIVERSIDE,ClT_gui_complete.csv
tellen,tolde,v%pt_pl,The Clerk's Tale 660,data/riverside_cats/ClT_riv.cat,Youre wyl to knowe er ye youre lust me tolde,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 661,data/riverside_cats/ClT_riv.cat,I wolde it doon withouten necligence,RIVERSIDE,ClT_gui_complete.csv
witen,woot,v%pr_1,The Clerk's Tale 662,data/riverside_cats/ClT_riv.cat,But now I woot youre lust and what ye wolde,RIVERSIDE,ClT_gui_complete.csv
willen,wolde,v%pt_pl,The Clerk's Tale 662,data/riverside_cats/ClT_riv.cat,But now I woot youre lust and what ye wolde,RIVERSIDE,ClT_gui_complete.csv
holden,holde,v%pr_1,The Clerk's Tale 663,data/riverside_cats/ClT_riv.cat,Al youre plesance ferme and stable I holde,RIVERSIDE,ClT_gui_complete.csv
mouen,myghte,v%pt_pl,The Clerk's Tale 697,data/riverside_cats/ClT_riv.cat,If thise assayes myghte nat suffise,RIVERSIDE,ClT_gui_complete.csv
connen,kan,v%pr_pl,The Clerk's Tale 703,data/riverside_cats/ClT_riv.cat,They kan nat stynte of hire entencion,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 705,data/riverside_cats/ClT_riv.cat,They wol nat of that firste purpos slake,RIVERSIDE,ClT_gui_complete.csv
finden,fynde,v%inf,The Clerk's Tale 710,data/riverside_cats/ClT_riv.cat,But nevere koude he fynde variance,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 713,data/riverside_cats/ClT_riv.cat,The moore trewe if that it were possible,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 718,data/riverside_cats/ClT_riv.cat,And God be thanked al fil for the beste,RIVERSIDE,ClT_gui_complete.csv
haten,hatede,v%pt_pl,The Clerk's Tale 731,data/riverside_cats/ClT_riv.cat,Made hem that they hym hatede therfore,RIVERSIDE,ClT_gui_complete.csv
stinten,stente,v%inf,The Clerk's Tale 734,data/riverside_cats/ClT_riv.cat,He of his crueel purpos nolde stente,RIVERSIDE,ClT_gui_complete.csv
shulen,sholde,v%pt_pl,The Clerk's Tale 743,data/riverside_cats/ClT_riv.cat,I seye he bad they sholde countrefete,RIVERSIDE,ClT_gui_complete.csv
countrefeten,countrefete,v%inf,The Clerk's Tale 743,data/riverside_cats/ClT_riv.cat,I seye he bad they sholde countrefete,RIVERSIDE,ClT_gui_complete.csv
leten,lete,v%inf,The Clerk's Tale 745,data/riverside_cats/ClT_riv.cat,That he hath leve his firste wyf to lete,RIVERSIDE,ClT_gui_complete.csv
stinten,stynte,v%inf,The Clerk's Tale 747,data/riverside_cats/ClT_riv.cat,To stynte rancour and dissencion,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 749,data/riverside_cats/ClT_riv.cat,The which they han publiced atte fulle,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 760,data/riverside_cats/ClT_riv.cat,But shortly if this storie I tellen shal,RIVERSIDE,ClT_gui_complete.csv
gon,goon,v%ppl,The Clerk's Tale 774,data/riverside_cats/ClT_riv.cat,For at day set he on his wey is goon,RIVERSIDE,ClT_gui_complete.csv
giden,gyde,v%inf,The Clerk's Tale 776,data/riverside_cats/ClT_riv.cat,In riche array this mayden for to gyde,RIVERSIDE,ClT_gui_complete.csv
tempten,tempte,v%inf,The Clerk's Tale 786,data/riverside_cats/ClT_riv.cat,This markys yet his wyf to tempte moore,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 793,data/riverside_cats/ClT_riv.cat,To han yow to my wyf for youre goodnesse,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 799,data/riverside_cats/ClT_riv.cat,I may nat doon as every plowman may,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 804,data/riverside_cats/ClT_riv.cat,And trewely thus muche I wol yow seye,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%imp,The Clerk's Tale 806,data/riverside_cats/ClT_riv.cat,Be strong of herte and voyde anon hir place,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 810,data/riverside_cats/ClT_riv.cat,No man may alwey han prosperitee,RIVERSIDE,ClT_gui_complete.csv
reden,rede,v%pr_1,The Clerk's Tale 811,data/riverside_cats/ClT_riv.cat,With evene herte I rede yow t endure,RIVERSIDE,ClT_gui_complete.csv
maken,maade,v%pt_pl,The Clerk's Tale 820,data/riverside_cats/ClT_riv.cat,And in this hous ther ye me lady maade,RIVERSIDE,ClT_gui_complete.csv
gladen,glaade,v%pr_3,The Clerk's Tale 822,data/riverside_cats/ClT_riv.cat,And also wysly he my soule glaade,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 828,data/riverside_cats/ClT_riv.cat,Han holden me in honour and nobleye,RIVERSIDE,ClT_gui_complete.csv
wenden,wende,v%inf,The Clerk's Tale 832,data/riverside_cats/ClT_riv.cat,Unto my fader gladly wol I wende,RIVERSIDE,ClT_gui_complete.csv
leden,lede,v%inf,The Clerk's Tale 835,data/riverside_cats/ClT_riv.cat,Til I be deed my lyf ther wol I lede,RIVERSIDE,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 838,data/riverside_cats/ClT_riv.cat,And am youre trewe wyf it is no drede,RIVERSIDE,ClT_gui_complete.csv
shelden,shilde,v%pr_3,The Clerk's Tale 839,data/riverside_cats/ClT_riv.cat,God shilde swich a lordes wyf to take,RIVERSIDE,ClT_gui_complete.csv
graunten,graunte,v%pr_3,The Clerk's Tale 842,data/riverside_cats/ClT_riv.cat,So graunte yow wele and prosperitee,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 843,data/riverside_cats/ClT_riv.cat,For I wol gladly yelden hire my place,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 847,data/riverside_cats/ClT_riv.cat,That I shal goon I wol goon whan yow leste,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 847,data/riverside_cats/ClT_riv.cat,That I shal goon I wol goon whan yow leste,RIVERSIDE,ClT_gui_complete.csv
gon,goon,v%inf,The Clerk's Tale 847,data/riverside_cats/ClT_riv.cat,That I shal goon I wol goon whan yow leste,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 850,data/riverside_cats/ClT_riv.cat,It were my wrecched clothes nothyng faire,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 851,data/riverside_cats/ClT_riv.cat,The whiche to me were hard now for to fynde,RIVERSIDE,ClT_gui_complete.csv
finden,fynde,v%inf,The Clerk's Tale 851,data/riverside_cats/ClT_riv.cat,The whiche to me were hard now for to fynde,RIVERSIDE,ClT_gui_complete.csv
semen,semed,v%pt_pl,The Clerk's Tale 853,data/riverside_cats/ClT_riv.cat,Ye semed by youre speche and youre visage,RIVERSIDE,ClT_gui_complete.csv
finden,it,v%pr_1,The Clerk's Tale 855,data/riverside_cats/ClT_riv.cat,But sooth is seyd algate I fynde it trewe,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 860,data/riverside_cats/ClT_riv.cat,That evere in word or werk I shal repente,RIVERSIDE,ClT_gui_complete.csv
repenten,repente,v%inf,The Clerk's Tale 860,data/riverside_cats/ClT_riv.cat,That evere in word or werk I shal repente,RIVERSIDE,ClT_gui_complete.csv
witen,woot,v%pr_pl,The Clerk's Tale 862,data/riverside_cats/ClT_riv.cat,My lord ye woot that in my fadres place,RIVERSIDE,ClT_gui_complete.csv
don,dide,v%pt_pl,The Clerk's Tale 863,data/riverside_cats/ClT_riv.cat,Ye dide me streepe out of my povre weede,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 869,data/riverside_cats/ClT_riv.cat,The remenant of youre jueles redy be,RIVERSIDE,ClT_gui_complete.csv
seien,sayn,v%inf,The Clerk's Tale 870,data/riverside_cats/ClT_riv.cat,Inwith youre chambre dar I saufly sayn,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 874,data/riverside_cats/ClT_riv.cat,But yet I hope it be nat youre entente,RIVERSIDE,ClT_gui_complete.csv
connen,koude,v%pt_pl,The Clerk's Tale 876,data/riverside_cats/ClT_riv.cat,Ye koude nat doon so dishonest a thyng,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 876,data/riverside_cats/ClT_riv.cat,Ye koude nat doon so dishonest a thyng,RIVERSIDE,ClT_gui_complete.csv
remembren,remembre,v%imp,The Clerk's Tale 881,data/riverside_cats/ClT_riv.cat,Remembre yow myn owene lord so deere,RIVERSIDE,ClT_gui_complete.csv
ben,weere,v%pt_1,The Clerk's Tale 882,data/riverside_cats/ClT_riv.cat,I was youre wyf though I unworthy weere,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 887,data/riverside_cats/ClT_riv.cat,That I therwith may wrye the wombe of here,RIVERSIDE,ClT_gui_complete.csv
folwen,folwe,v%pr_3,The Clerk's Tale 897,data/riverside_cats/ClT_riv.cat,The folk hire folwe wepynge in hir weye,RIVERSIDE,ClT_gui_complete.csv
gon,goon,v%pr_pl,The Clerk's Tale 898,data/riverside_cats/ClT_riv.cat,And Fortune ay they cursen as they goon,RIVERSIDE,ClT_gui_complete.csv
alighten,alighte,v%inf,The Clerk's Tale 909,data/riverside_cats/ClT_riv.cat,To his estaat so lowe for t alighte,RIVERSIDE,ClT_gui_complete.csv
enditen,endite,v%inf,The Clerk's Tale 933,data/riverside_cats/ClT_riv.cat,As clerkes whan hem list konne wel endite,RIVERSIDE,ClT_gui_complete.csv
aquiten,acquite,v%inf,The Clerk's Tale 936,data/riverside_cats/ClT_riv.cat,Ther kan no man in humblesse hym acquite,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 938,data/riverside_cats/ClT_riv.cat,As wommen been but it be falle of newe,RIVERSIDE,ClT_gui_complete.csv
sen,seyn,v%ppl,The Clerk's Tale 944,data/riverside_cats/ClT_riv.cat,That nevere was ther seyn with mannes ye,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 955,data/riverside_cats/ClT_riv.cat,Received be tomorwe as roially,RIVERSIDE,ClT_gui_complete.csv
connen,kan,v%pr_1,The Clerk's Tale 959,data/riverside_cats/ClT_riv.cat,And heigh plesaunce as I kan best devyse,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 965,data/riverside_cats/ClT_riv.cat,Thogh thyn array be badde and yvel biseye,RIVERSIDE,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 967,data/riverside_cats/ClT_riv.cat,Nat oonly lord that I am glad quod she,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 968,data/riverside_cats/ClT_riv.cat,To doon youre lust but I desire also,RIVERSIDE,ClT_gui_complete.csv
stinten,stente,v%inf,The Clerk's Tale 972,data/riverside_cats/ClT_riv.cat,Ne shal the goost withinne myn herte stente,RIVERSIDE,ClT_gui_complete.csv
dighten,dighte,v%inf,The Clerk's Tale 974,data/riverside_cats/ClT_riv.cat,And with that word she gan the hous to dighte,RIVERSIDE,ClT_gui_complete.csv
alighten,alighte,v%inf,The Clerk's Tale 981,data/riverside_cats/ClT_riv.cat,Abouten undren gan this erl alighte,RIVERSIDE,ClT_gui_complete.csv
