OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE
She took hir leve at hem ful thriftily,She took hir leve at hem ful thriftily,u S u Sx u S u SuS,10,u S u Sx u S u SuS,10,1,75.06
"As she wel coude, and they hir reverence",As she wel coude and they hir reverence,u S u Sx u S u SuSx,10,u S u Sx u S u SuSx,10,1,65.16
Unto the fulle diden hardely,Unto the fulle diden hardely,uS u Su Su SuS,10,uS u Su Su SuS,10,1,86.56
"And speken wonder wel, in hir absence",And speken wonder wel in hir absence,u Su Su S u S uSx,10,u Su Su S u S uSx,10,1,75.60
"Of hir, in preising of hir excellence",Of hir in preising of hir excellence,u S u Su S u SuSx,10,u S u Su S u SuSx,10,1,65.76
"Hir governaunce, hir wit; and hir manere",Hir governaunce hir wit and hir manere,u SuSx u S u S uSx,10,u SuSx u S u S uSx,10,1,76.36
"Commendeden, it joye was to here.",Commendeden it joye was to here,uSuS u Su S u Sx,10,uSuS u Su S u Sx,10,1,71.94
Now lat hir wende unto hir owne place,Now lat hir wende unto hir owne place,u S u Sx uS u Su Sx,10,u S u Sx uS u Su Sx,10,1,73.42
And torne we to Troilus ayein,And torne we to Troilus ayein,u Su S u SuS uS,10,u Su S u SuS uS,10,1,82.35
That gan ful lightly of the lettre pace,That gan ful lightly of the lettre pace,u S u Su S u Su Sx,10,u S u Su S u Su Sx,10,1,77.86
That Deiphebus hadde in the gardin seyn.,That Deiphebus hadde in the gardin seyn,u SuS ux S u Su S,10,u SuS ux S u Su S,10,1,68.35
And of Eleine and him he wolde fain,And of Eleine and him he wolde fain,u S uSx u S u Su S,10,u S uSx u S u Su S,10,1,63.13
"Delivered been, and seide, that him leste",Delivered been and seide that him leste,uSux S u Su S u Sx,10,uSux S u Su S u Sx,10,1,74.45
"To slepe, and after tales have reste.",To slepe and after tales have reste,u Sx u Su Su Su Sx,10,u Sx u Su Su Su Sx,10,1,68.48
"Eleine him kiste, and took hir leve blive",Eleine him kiste and took hir leve blive,uSx u Sx u S u Su Sx,10,uSx u Sx u S u Su Sx,10,1,80.59
"Deiphebus eek, and hoom wente every wight;",Deiphebus eek and hoom wente every wight,uSu S u S ux Sxu S,10,uSu S u S ux Su S,10,1,60.01
"And Pandarus, as faste as he may drive",And Pandarus as faste as he may drive,u SuS u Sx u S u Sx,10,u SuS u Sx u S u Sx,10,1,73.73
"To Troilus tho com, as line right;",To Troilus tho com as line right,u SuS u S u Su S,10,u SuS u S u Su S,10,1,64.72
"And on a paillet, al that glade night",And on a paillet al that glade night,u S u Su S u Su S,10,u S u Su S u Su S,10,1,71.67
"By Troilus he lay, with mery chere",By Troilus he lay with mery chere,u SuS u S u Su Sx,10,u SuS u S u Su Sx,10,1,76.31
To tale; and wel was hem they were yfere.,To tale and wel was hem they were yfere,u Sx u S u S u Sx uSx,10,u Sx u S u S u Sx uSx,10,1,68.28
Whan every wight was voided but they two,Whan every wight was voided but they two,u Sxu S u Su S u S,10,u Su S u Su S u S,10,1,62.50
And al the dores were faste yshette,And al the dores were faste yshette,u S u Su Su Sx uSx,10,u S u Su Su Sx uSx,10,1,77.78
"To telle in short, withoute wordes mo",To telle in short withoute wordes mo,u Sx u S uSu Su S,10,u Sx u S uSu Su S,10,1,79.36
"This Pandarus, withouten any lette",This Pandarus withouten any lette,u SuS uSu Su Sx,10,u SuS uSu Su Sx,10,1,91.10
"Up roos, and on his beddes side him sette",Up roos and on his beddes side him sette,u S u S u Su Sx u Sx,10,u S u S u Su Sx u Sx,10,1,70.99
And gan to speken in a sobre wise,And gan to speken in a sobre wise,u S u Su S u Su Sx,10,u S u Su S u Su Sx,10,1,77.99
"To Troilus, as I shal yow devise.",To Troilus as I shal yow devise,u SuS u S u S uSx,10,u SuS u S u S uSx,10,1,67.49
Whan that Aprille with his shoures sote,Whan that Aprille with his shoures sote,u S uSu S u Su S,10,u S uSu S u Su Sx,10,1,73.37
The droghte of March hath perced to the roote,The droghte of March hath perced to the roote,u S u S u Su S u S,10,u Sx u S u Su S u Sx,10,1,79.61
And bathed every veine in swich licour,And bathed every veine in swich licour,u Su Su S u S uS,10,u Su Su Sx u S uS,10,1,85.20
Of which vertu engendred is the flour,Of which vertu engendred is the flour,u S uS uSu S u S,10,u S uS uSu S u S,10,1,72.27
Whan Zephirus eek with his swete breeth,Whan Zephirus eek with his swete breeth,u SuS u S u Su S,10,u SuS u S u Su S,10,1,71.59
Inspired hath in every holt and heeth,Inspired hath in every holt and heeth,uSu S u Su S u S,10,uSu S u Su S u S,10,1,83.79
The tendre croppes and the yonge sonne,The tendre croppes and the yonge sonne,u Su Su S u Su S,10,u Su Su S u Su Sx,10,1,75.93
Hath in the Ram his halfe cours yronne,Hath in the Ram his halfe cours yronne,u S u S u Su S uS,10,u S u S u Su S uSx,10,1,82.49
And smale fowles maken melodie,And smale fowles maken melodie,u Su Su Su SuS,10,u Su Su Su SuS,10,1,87.65
That slepen al the night with open y,That slepen al the night with open y,u Su S u S u Su S,10,u Su S u S u Su S,10,1,83.61
So priketh hem nature in hir corages,So priketh hem nature in hir corages,u Su S uS u S uSu,11,u Su S uSx u S uSx,10,0,57.90
Than longen folk to goon on pilgrimages,Than longen folk to goon on pilgrimages,u Su S u S u SuSu,11,u Su S u S u SuSx,10,0,68.63
And palmers for to seken straunge strondes,And palmers for to seken straunge strondes,u Su S u Su S uS,10,u Su S u Su Sx uS,10,1,79.51
To ferne halwes couthe in sondry londes,To ferne halwes couthe in sondry londes,u S uS u S uS uS,10,u Sx uS ux S uS uS,10,1,62.76
And specially from every shires ende,And specially from every shires ende,u SuS u Su Su S,10,u SuSu S uS ux Sx,10,0,39.95
Of Engelond to Caunterbury they wende,Of Engelond to Caunterbury they wende,u SuS u SuSu S u,11,u SuS u SuSu S ux,11,1,69.42
The holy blisful martir for to seke,The holy blisful martir for to seke,u Su Su Su S u S,10,u Su Su Su S u Sx,10,1,87.06
That hem hath holpen whan that they were seke,That hem hath holpen whan that they were seke,u S u Su S u S u S,10,u S u Su S u S ux Sx,10,1,63.51
Bifel that in that seson on a day,Bifel that in that seson on a day,uS u S u Su S u S,10,uS u S u Su S u S,10,1,76.33
In Southwerk at the Tabard as I lay,In Southwerk at the Tabard as I lay,u Su S u Su S u S,10,u Su S u Su S u S,10,1,68.23
Redy to wenden on my pilgrimage,Redy to wenden on my pilgrimage,uS u Su S u SuS,10,uS u Su S u SuSx,10,1,68.70
To Caunterbury with ful devout corage,To Caunterbury with ful devout corage,u SuSu S u Su Su,11,u SuSu S u Su Sux,11,1,83.84
At night was come into that hostelrie,At night was come into that hostelrie,u S u S uS u SuS,10,u S u Sx uS u SuS,10,1,70.89
Wel nine and twenty in a compaignie,Wel nine and twenty in a compaignie,u S u Su S u SuS,10,u Sx u Su S u SuS,10,1,76.04
Of sondry folk by aventure yfalle,Of sondry folk by aventure yfalle,u Su S u SuS uS,10,u Su S u SuSx uSx,10,1,81.70
In felawshipe and pilgrims were they alle,In felawshipe and pilgrims were they alle,u SuS u Su S u S,10,u SuSx u Su Sx u Sx,10,1,65.13
That toward Caunterbury wolden ride,That toward Caunterbury wolden ride,u Su SuSu Su S,10,u Su SuSu Su Sx,10,1,87.20
The chambres and the stables weren wide,The chambres and the stables weren wide,u Su S u Su Su S,10,u Su S u Su Su Sx,10,1,84.85
And wel we weren esed at the beste,And wel we weren esed at the beste,u S u Su Su S u S,10,u S u Su Su S u Sx,10,1,79.09
And shortly whan the sonne was to reste,And shortly whan the sonne was to reste,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,70.29
So hadde I spoken with hem everichon,So hadde I spoken with hem everichon,u S u Su S u SuS,10,u Sx u Su S u SxuS,10,1,69.22
That I was of hir felawshipe anon,That I was of hir felawshipe anon,u S u S u SuS uS,10,u S u S u SuSx uS,10,1,58.86
And made forward erly for to rise,And made forward erly for to rise,u Su Su Su S u S,10,u Su Su Su S u Sx,10,1,74.88
To take our wey ther as I yow devise,To take our wey ther as I yow devise,u S u S u S u S uS,10,u Sx u S u S u S uSx,10,1,77.16
But natheles whil I have time and space,But natheles whil I have time and space,u SuS u S u S u S,10,u SuS u S ux Sx u Sx,10,1,71.90
Er that I ferther in this tale pace,Er that I ferther in this tale pace,u S u Su S u Su S,10,u S u Su S u Su Sx,10,1,60.39
Me thinketh it acordaunt to resoun,Me thinketh it acordaunt to resoun,u Su S uSu S uS,10,u Su S uSu S uS,10,1,56.06
To telle yow al the condicioun,To telle yow al the condicioun,u Su S u S uSuS,10,u Su S u S uSuS,10,1,48.74
Of ech of hem so as it semed me,Of ech of hem so as it semed me,u S u S u S u Su S,10,u S u S u S u Su S,10,1,64.15
And which they weren and of what degree,And which they weren and of what degree,u S u Su S u S uS,10,u S u Su S u S uS,10,1,68.50
And eek in what array that they were inne,And eek in what array that they were inne,u S u S uS u S u S,10,u S u S uS u S ux Sx,10,1,67.69
And at a knight than wol I first biginne,And at a knight than wol I first biginne,u S u S u S u S uS,10,u S u S u S u S uSx,10,1,77.40
A Knight ther was and that a worthy man,A Knight ther was and that a worthy man,u S u S u S u Su S,10,u S u S u S u Su S,10,1,80.38
That fro the time that he first bigan,That fro the time that he first bigan,u S u Su S u S uS,10,u S u Su S u S uS,10,1,61.31
To riden out he loved chivalrie,To riden out he loved chivalrie,u Su S u Su SuS,10,u Su S u Su SuS,10,1,83.22
Trouthe and honour fredom and curteisie,Trouthe and honour fredom and curteisie,u S uS uS u SuS,10,ux S uS uS u SuS,10,1,57.67
Ful worthy was he in his lordes werre,Ful worthy was he in his lordes werre,u Su S u S u Su S,10,u Su S u S u Su Sx,10,1,78.18
And therto hadde he riden no man ferre,And therto hadde he riden no man ferre,u Su S u Su S u S,10,u Su Sx u Su S u Sx,10,1,64.39
As wel in Cristendom as hethenesse,As wel in Cristendom as hethenesse,u S u SuS u SuS,10,u S u SuS u SuSx,10,1,78.87
And ever honoured for his worthinesse,And ever honoured for his worthinesse,u Su SuS u S uSu,11,u Su Sux S u SuSx,10,0,59.42
At Alisaundre he was whan it was wonne,At Alisaundre he was whan it was wonne,u SuS u S u S u S,10,u SuSx u S u S u Sx,10,1,56.45
Ful ofte time he had the bord bigonne,Ful ofte time he had the bord bigonne,u Su S u S u S uS,10,u Su Sx u S u S uSx,10,1,72.45
Aboven alle naciouns in Pruce,Aboven alle naciouns in Pruce,uSu S uSuS u S,10,uSu Su SuS u Sx,10,0,62.07
In Lettow hadde he reised and in Ruce,In Lettow hadde he reised and in Ruce,u Su S u Su S u S,10,u Su Sx u Su S u Sx,10,1,70.48
No Cristen man so ofte of his degree,No Cristen man so ofte of his degree,u Su S u S u S uS,10,u Su S u Sx u S uS,10,1,69.00
In Gernade at the sege eek hadde he be,In Gernade at the sege eek hadde he be,u Su S u S u S u S,10,u Sux S u Sx u Sx u S,10,1,69.19
Of Algezir and riden in Belmarie,Of Algezir and riden in Belmarie,u SuS u Su S uSu,11,u SuS u Sx u SuS,10,0,53.18
At Lieys was he and at Satalie,At Lieys was he and at Satalie,u S u S u S uSu,9,u Su S u S u SuS,10,0,34.47
Whan they were wonne and in the Grete See,Whan they were wonne and in the Grete See,u S uS u S u S u S,10,u S ux Sx u S u Su S,10,0,56.18
At many a noble arive hadde he be,At many a noble arive hadde he be,u Su S u Su S u S,10,u Sx u Su Sux Sx u S,10,0,63.00
At mortal batailles hadde he been fiftene,At mortal batailles hadde he been fiftene,u Su SuS u S u Su,11,u Su Sux Sx u S uSx,10,0,53.69
And foughten for our feith at Tramissene,And foughten for our feith at Tramissene,u Su S u S u SuS,10,u Su S u S u SuSx,10,1,71.71
In listes thries and ay had slain his foo,In listes thries and ay had slain his foo,u Su S u S u S u S,10,u Sx uS u S u S u S,10,0,57.75
This ilke worthy knight had been also,This ilke worthy knight had been also,u Su Su S u S uS,10,u Su Su S u S uS,10,1,80.55
Somtime with the lord of Palatie,Somtime with the lord of Palatie,uSu S u S u SuS,10,uSu S u S u SuS,10,1,70.70
Agein another hethen in Turkie,Agein another hethen in Turkie,uS uSu Su S uS,10,uS uSu Su S uS,10,1,87.93
And evermore he hadde a soverein pris,And evermore he hadde a soverein pris,u SuS u S u SuS u,11,u SuSx u Sx u Sxu S,10,0,68.80
And though that he were worthy he was wis,And though that he were worthy he was wis,u S u S u Su S u S,10,u S u S ux Su S u S,10,1,61.47
And of his port as meke as is a maide,And of his port as meke as is a maide,u S u S u S u S u S,10,u S u S u Sx u S u Sx,10,1,78.54
He never yet no vileinie ne saide,He never yet no vileinie ne saide,u Su S u SuS u S,10,u Su S u SuS u Sx,10,1,75.36
In al his lif unto no maner wight,In al his lif unto no maner wight,u S u S uS u Su S,10,u S u S uS u Su S,10,1,79.63
He was a verray parfit gentil knight,He was a verray parfit gentil knight,u S u Su Su Su S,10,u S u Su Su Su S,10,1,84.92
But for to tellen yow of his array,But for to tellen yow of his array,u S u Su S u S uS,10,u S u Su S u S uS,10,1,68.66
His hors were goode but he was nat gay,His hors were goode but he was nat gay,u S uS u S u S u S,10,u S ux Su S u S u S,10,0,63.44
Of fustian he wered a gipoun,Of fustian he wered a gipoun,u Su S uS u Su,9,u SuS u Su S uS,10,0,35.71
And al bismotered with his habergeoun,And al bismotered with his habergeoun,u S uSuS u S uSu,11,u S uSxx u S uSuS,10,0,39.07
For he was late ycome from his viage,For he was late ycome from his viage,u S u Su Su S u S,10,u S u Sx uSx u S uSx,10,0,41.12
And wente for to doon his pilgrimage,And wente for to doon his pilgrimage,u Su S u S u SuS,10,u Su S u S u SuSx,10,1,65.45
With him ther was his sone a yong Squyer,With him ther was his sone a yong Squyer,u S u S u Su S u S,10,u S u S u Sx u S uS,10,0,62.64
A lovere and a lusty bacheler,A lovere and a lusty bacheler,u Su S u Su SuS,10,u Sux S u Su SuS,10,1,82.10
With lokkes crulle as they were leid in presse,With lokkes crulle as they were leid in presse,u Su S u S u S u S,10,u Su Sx u S ux S u Sx,10,1,75.89
Of twenty yeer of age he was I gesse,Of twenty yeer of age he was I gesse,u Su S u S u S u S,10,u Su S u Sx u S u Sx,10,1,74.71
Of his stature he was of even lengthe,Of his stature he was of even lengthe,u S uS u S u Su S,10,u S uSx u S u Su Sx,10,1,73.85
And wonderly delivere and greet of strengthe,And wonderly delivere and greet of strengthe,u SuS uSu S u S u,11,u SuS uSxx u S u Sx,10,0,67.24
And he had been somtime in chivachie,And he had been somtime in chivachie,u S u S uS u SuS,10,u S u S uSx u SuS,10,1,66.94
In Flaundres in Artois and Picardie,In Flaundres in Artois and Picardie,u Su S uS u SuS,10,u Su S uS u SuS,10,1,81.38
And born him wel as in so litel space,And born him wel as in so litel space,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,76.46
In hope to stonden in his lady grace,In hope to stonden in his lady grace,u S u Su S u Su S,10,u Sx u Su S u Su Sx,10,1,81.24
Embrouded was he as it were a mede,Embrouded was he as it were a mede,uSu S u S u S u S,10,uSu S u S u Sx u Sx,10,1,70.48
Al ful of fresshe floures white and rede,Al ful of fresshe floures white and rede,u S u Su Su S u S,10,u S u Su Su Sx u Sx,10,1,68.07
Singinge he was or floitinge al the day,Singinge he was or floitinge al the day,uS u S u Su S u S,10,uSx u S u Sux S u S,10,1,83.64
He was as fresh as is the monthe of May,He was as fresh as is the monthe of May,u S u S u S u S u S,10,u S u S u S u Sx u S,10,1,75.20
Short was his gown with sleves longe and wide,Short was his gown with sleves longe and wide,u S u S u Su S u S,10,u S u S u Su Sx u Sx,10,1,72.07
Wel coude he sitte on hors and faire ride,Wel coude he sitte on hors and faire ride,u Su S u S u S u S,10,u Sx u Sx u S u Su Sx,10,0,55.60
He coude songes make and wel endite,He coude songes make and wel endite,u Su Su S u S uS,10,u Su Su Sx u S uSx,10,1,74.74
Juste and daunce and wel purtreye and write,Juste and daunce and wel purtreye and write,uS u S u S uS u S,10,Sx u Su S u Su S ux,10,0,18.20
So hote he loved that by nightertale,So hote he loved that by nightertale,u S u Su S u SuS,10,u Sx u Su S u SuSx,10,1,66.22
He sleep namore than doth a nightingale,He sleep namore than doth a nightingale,u S uS u S u SuS,10,u S uSx u S u SuSx,10,1,81.81
Curteis he was lowly and servisable,Curteis he was lowly and servisable,uS u S uS u SuS,10,uS u S uS u SuSx,10,1,78.24
And carf biforn his fader at the table,And carf biforn his fader at the table,u S uS u Su S u S,10,u S uS u Su S u Sx,10,1,82.68
A Yeman hadde he and servaunts namo,A Yeman hadde he and servaunts namo,u Su S u S uS uS,10,u Su Sx u S uS uS,10,1,76.23
At that time for him liste ride so,At that time for him liste ride so,u S uS u S uS u S,10,u S ux S u Su Su S,10,0,30.77
And he was clad in cote and hood of grene,And he was clad in cote and hood of grene,u S u S u S u S u S,10,u S u S u Sx u S u Sx,10,1,66.93
A sheef of pecok arwes bright and kene,A sheef of pecok arwes bright and kene,u S u SuSu S u S,10,u S u Su Su S u Sx,10,0,68.64
Under his belt he bar ful thriftily,Under his belt he bar ful thriftily,uS u S u S u SuS,10,uS u S u S u SuS,10,1,89.73
Wel coude he dresse his takel yemanly,Wel coude he dresse his takel yemanly,u S u S u Su SuS,10,u Sx u Sx u Su SuS,10,1,77.71
His arwes drouped noght with fetheres lowe,His arwes drouped noght with fetheres lowe,u Su Su S u SuS u,11,u Su Su S u Su Sx,10,0,69.47
And in his hand he bar a mighty bowe,And in his hand he bar a mighty bowe,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,85.24
A not heed hadde he with a broun visage,A not heed hadde he with a broun visage,u Su S u S u S uS,10,u S u Sx u S u S uSx,10,0,58.13
Of woodcraft wel coude he al the usage,Of woodcraft wel coude he al the usage,u Su S u S u S uS,10,u Su S ux S u S uSx,10,1,51.93
Upon his arm he bar a gay bracer,Upon his arm he bar a gay bracer,uS u S u S u S uS,10,uS u S u S u S uS,10,1,91.94
And by his side a swerd and bokeler,And by his side a swerd and bokeler,u S u S u S u SuS,10,u S u Sx u S u SuS,10,1,87.20
And on that other side a gay daggere,And on that other side a gay daggere,u S u Su S u S uS,10,u S u Su Sx u S uSx,10,1,81.18
Harneised wel and sharpe as point of spere,Harneised wel and sharpe as point of spere,uSu S u S u S u S,10,uSu S u Sx u S u Sx,10,1,87.28
A Cristofre on his brest of silver shene,A Cristofre on his brest of silver shene,u Su S u S u Su S,10,u Sux S u S u Su Sx,10,1,87.29
An horn he bar the bawdrik was of grene,An horn he bar the bawdrik was of grene,u S u S u Su S u S,10,u S u S u Su S u Sx,10,1,84.91
A forster was he soothly as I gesse,A forster was he soothly as I gesse,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,77.31
